Request_ID,Created_At,Category,Status,Neighborhood_ID,Neighborhood_Name,Ward_Number,Latitude,Longitude,Sentiment_Score,Delay_Minutes,Transit_Route_ID,Complaint_Text,Source,Sentiment_Label,Delay_Severity,NeedScore,Month,Quarter,Day_of_Week
648,2025-11-19 02:00:00,Noise,In Progress,11,Whitefield,81,12.90694795545234,77.5226470490294,-0.09,5,142,Illegal parking,Call Center,neutral,On-Time,19.19,11,Q4,Wednesday
649,2025-04-01 20:00:00,Pothole,Open,19,HSR Layout,103,13.062226140638908,77.5087179353913,-0.71,22,172,Noise from bar at night,Call Center,negative,Heavy Delay,79.84,4,Q2,Tuesday
650,2025-07-23 20:00:00,Graffiti,Open,14,Marathahalli,113,13.080922282350148,77.62665954458565,-0.66,8,167,Overflowing garbage,Call Center,negative,On-Time,57.53,7,Q3,Wednesday
651,2025-10-21 11:00:00,Streetlight,Resolved,11,Yelahanka,154,13.025042362039082,77.60281544108408,-0.03,18,142,Graffiti on wall,Call Center,neutral,Slight Delay,33.52,10,Q4,Tuesday
652,2025-01-06 17:00:00,Water Leak,Open,4,Yelahanka,13,12.85749987819127,77.67044992526236,-0.07,12,139,Illegal parking,Email,neutral,Slight Delay,27.65,1,Q1,Monday
653,2025-09-21 15:00:00,Noise,Resolved,6,Whitefield,118,13.04655829878225,77.54237886120747,0.04,12,130,Noise from bar at night,Email,neutral,Slight Delay,25.85,9,Q3,Sunday
654,2025-05-25 16:00:00,Water Leak,Open,17,Jayanagar,86,12.982984960278841,77.58824722417275,0.02,14,102,Broken footpath,Mobile App,neutral,Slight Delay,27.41,5,Q2,Sunday
655,2025-08-16 01:00:00,Noise,Open,19,Yelahanka,23,13.039527521970902,77.65411106571509,-0.32,10,199,Water leakage on road,Call Center,negative,Slight Delay,39.89,8,Q3,Saturday
656,2025-04-29 00:00:00,Graffiti,Open,13,Indiranagar,107,12.959334593415708,77.73897013551985,0.39,-2,116,Overflowing garbage,Twitter,positive,Early,27.54,4,Q2,Tuesday
657,2025-05-30 03:00:00,Pothole,In Progress,10,Yelahanka,163,12.86032047872213,77.55466112049216,-0.58,13,179,Illegal parking,Email,negative,Slight Delay,59.63,5,Q2,Friday
658,2025-09-06 19:00:00,Garbage,Resolved,11,Koramangala,12,13.020436246469199,77.53946266088401,0.7,-1,138,Streetlight not working,Call Center,positive,Early,47.52,9,Q3,Saturday
659,2025-06-23 12:00:00,Water Leak,Resolved,6,Yelahanka,137,12.961032123132181,77.58478651127731,-0.61,-4,165,Illegal parking,Twitter,negative,Early,37.98,6,Q2,Monday
660,2025-11-27 21:00:00,Water Leak,In Progress,2,HSR Layout,78,13.06851087388631,77.66716218903906,-0.17,11,168,Broken footpath,Mobile App,neutral,Slight Delay,32.27,11,Q4,Thursday
661,2025-08-21 01:00:00,Garbage,In Progress,1,Malleshwaram,67,13.034534484205356,77.7384650893901,-0.58,22,196,Garbage not collected,Twitter,negative,Heavy Delay,72.04,8,Q3,Thursday
662,2025-06-29 04:00:00,Water Leak,In Progress,11,Whitefield,108,12.939890436944452,77.61096089699478,0.24,-2,176,Overflowing garbage,Twitter,positive,Early,18.54,6,Q2,Sunday
663,2025-09-19 05:00:00,Water Leak,Resolved,16,Indiranagar,44,13.031020489945954,77.69373207211898,-0.04,0,175,Noise from bar at night,Call Center,neutral,On-Time,9.3,9,Q3,Friday
664,2025-06-09 02:00:00,Noise,Open,3,HSR Layout,189,12.973802149862383,77.5893199417463,-0.25,24,118,Noise from bar at night,Email,negative,Heavy Delay,55.0,6,Q2,Monday
665,2025-03-21 10:00:00,Noise,In Progress,5,Koramangala,149,12.899860988064885,77.46195713860703,-0.05,16,121,Overflowing garbage,Twitter,neutral,Slight Delay,31.97,3,Q1,Friday
666,2025-09-18 14:00:00,Garbage,In Progress,15,Jayanagar,7,12.954971579860056,77.71826339278331,-0.16,12,107,Water leakage on road,Twitter,neutral,Slight Delay,33.05,9,Q3,Thursday
667,2025-02-01 16:00:00,Pothole,In Progress,15,Marathahalli,128,12.90564059862716,77.53696342780955,0.71,0,167,Garbage not collected,Mobile App,positive,On-Time,49.5,2,Q1,Saturday
668,2025-11-23 06:00:00,Graffiti,Open,4,Koramangala,97,12.851244129984593,77.4915996923908,-0.75,14,170,Graffiti on wall,Email,negative,Slight Delay,71.21,11,Q4,Sunday
669,2025-11-03 06:00:00,Graffiti,Open,4,Whitefield,11,12.911698943397287,77.7488484481486,0.59,20,185,Garbage not collected,Email,positive,Heavy Delay,69.88,11,Q4,Monday
670,2025-09-17 22:00:00,Water Leak,In Progress,8,Whitefield,173,12.902380331477062,77.55421969888371,0.31,9,117,Garbage not collected,Email,positive,On-Time,37.91,9,Q3,Wednesday
671,2025-09-11 18:00:00,Pothole,Open,7,Whitefield,160,12.851084227171725,77.49096148320132,-0.3,-5,105,Broken footpath,Email,negative,Early,18.0,9,Q3,Thursday
672,2025-09-09 07:00:00,Garbage,In Progress,17,HSR Layout,106,13.045981342025055,77.54346265353148,0.84,11,103,Water leakage on road,Email,positive,Slight Delay,72.47,9,Q3,Tuesday
673,2025-11-17 07:00:00,Garbage,Open,15,Whitefield,83,12.869246234542713,77.60415128803487,-0.65,-4,140,Noise from bar at night,Mobile App,negative,Early,40.38,11,Q4,Monday
674,2025-12-20 00:00:00,Noise,Resolved,5,Malleshwaram,36,12.96226476848472,77.4763871259509,-0.38,-2,150,Garbage not collected,Email,negative,Early,26.94,12,Q4,Saturday
675,2025-03-20 15:00:00,Water Leak,Resolved,13,Malleshwaram,118,12.954470793924266,77.55578625030917,-0.25,18,111,Overflowing garbage,Email,negative,Slight Delay,46.72,3,Q1,Thursday
676,2025-05-17 02:00:00,Streetlight,Open,4,Malleshwaram,165,12.895352029326386,77.65065692683282,0.3,-3,136,Streetlight not working,Call Center,positive,Early,20.76,5,Q2,Saturday
677,2025-01-28 18:00:00,Garbage,Resolved,17,Whitefield,41,13.091717126634345,77.72477960147107,0.89,21,101,Graffiti on wall,Mobile App,positive,Heavy Delay,89.26,1,Q1,Tuesday
678,2025-06-24 12:00:00,Water Leak,Resolved,17,Malleshwaram,92,13.000933401231714,77.56923130536805,0.19,15,102,Illegal parking,Mobile App,neutral,Slight Delay,38.99,6,Q2,Tuesday
679,2025-01-28 23:00:00,Pothole,Resolved,14,Basavanagudi,49,13.05337826143121,77.61936927372348,0.71,-3,144,Streetlight not working,Email,positive,Early,45.36,1,Q1,Tuesday
680,2025-10-10 09:00:00,Noise,In Progress,14,Yelahanka,143,12.974035139308738,77.64081865999009,0.81,18,184,Graffiti on wall,Twitter,positive,Slight Delay,80.32,10,Q4,Friday
681,2025-11-12 10:00:00,Graffiti,Open,17,Yelahanka,141,13.030702979343229,77.47122604380135,-0.07,8,138,Noise from bar at night,Call Center,neutral,On-Time,22.13,11,Q4,Wednesday
682,2025-11-28 12:00:00,Pothole,Open,8,Whitefield,53,13.092444802077939,77.552667512717,-0.06,14,176,Streetlight not working,Call Center,neutral,Slight Delay,29.81,11,Q4,Friday
683,2025-08-02 12:00:00,Garbage,Open,2,BTM Layout,107,12.937101353450775,77.65527620454876,-0.5,21,153,Illegal parking,Twitter,negative,Heavy Delay,65.86,8,Q3,Saturday
684,2025-08-21 17:00:00,Garbage,Resolved,13,HSR Layout,33,12.976065963177486,77.67069832594707,0.2,2,177,Streetlight not working,Email,neutral,On-Time,21.66,8,Q3,Thursday
685,2025-07-19 01:00:00,Pothole,In Progress,16,Marathahalli,119,12.978634224673002,77.55678563305214,-0.76,23,193,Garbage not collected,Email,negative,Heavy Delay,84.22,7,Q3,Saturday
686,2025-06-12 12:00:00,Garbage,Open,16,HSR Layout,32,13.097998704081034,77.45202087510495,0.27,2,117,Illegal parking,Mobile App,positive,On-Time,25.86,6,Q2,Thursday
687,2025-10-06 05:00:00,Water Leak,Resolved,6,Basavanagudi,118,12.908274786598053,77.45205968007423,0.79,3,112,Illegal parking,Email,positive,On-Time,58.43,10,Q4,Monday
688,2025-10-18 21:00:00,Garbage,In Progress,4,HSR Layout,176,13.01882687714677,77.61143600531801,0.52,12,113,Illegal parking,Mobile App,positive,Slight Delay,54.65,10,Q4,Saturday
689,2025-09-23 16:00:00,Noise,In Progress,3,Basavanagudi,196,12.884557419613923,77.61544576895973,0.3,21,140,Broken footpath,Mobile App,positive,Heavy Delay,53.86,9,Q3,Tuesday
690,2025-01-22 19:00:00,Water Leak,Open,6,Basavanagudi,185,13.081768383013562,77.61671582971331,0.68,20,139,Water leakage on road,Call Center,positive,Heavy Delay,75.28,1,Q1,Wednesday
691,2025-04-10 17:00:00,Streetlight,Open,4,HSR Layout,62,12.997595479750425,77.66652591974912,0.46,1,188,Illegal parking,Twitter,positive,On-Time,35.88,4,Q2,Thursday
692,2025-04-19 01:00:00,Garbage,Resolved,18,Marathahalli,82,13.064852881759867,77.72638081870824,0.06,4,190,Streetlight not working,Twitter,neutral,On-Time,16.01,4,Q2,Saturday
693,2025-10-29 16:00:00,Garbage,Open,6,Basavanagudi,130,13.073810386084876,77.74705106232031,0.04,24,186,Garbage not collected,Mobile App,neutral,Heavy Delay,42.4,10,Q4,Wednesday
694,2025-10-17 01:00:00,Noise,Resolved,5,Malleshwaram,77,12.989277478026036,77.66032002638747,-0.79,24,170,Overflowing garbage,Call Center,negative,Heavy Delay,87.4,10,Q4,Friday
695,2025-09-15 22:00:00,Noise,In Progress,9,Indiranagar,16,13.02050181780955,77.60419961528719,-0.13,-5,147,Graffiti on wall,Twitter,neutral,Early,7.8,9,Q3,Monday
696,2025-08-07 08:00:00,Graffiti,In Progress,11,Indiranagar,123,13.024680160007227,77.4922984394961,0.04,23,109,Pothole near school,Mobile App,neutral,Heavy Delay,41.02,8,Q3,Thursday
697,2025-09-28 13:00:00,Pothole,In Progress,6,Jayanagar,8,12.96512020587719,77.56525255381995,-0.06,-2,188,Streetlight not working,Mobile App,neutral,Early,7.74,9,Q3,Sunday
698,2025-04-30 22:00:00,Pothole,In Progress,16,Whitefield,147,12.958709561825666,77.62173699970397,0.55,14,153,Broken footpath,Twitter,positive,Slight Delay,59.21,4,Q2,Wednesday
699,2025-06-22 15:00:00,Pothole,Open,19,Koramangala,160,12.896547054744536,77.74994254435212,-0.68,-2,134,Water leakage on road,Twitter,negative,Early,44.94,6,Q2,Sunday
700,2025-06-01 20:00:00,Noise,Open,11,Malleshwaram,67,12.945978640125302,77.48809448699544,0.59,17,123,Graffiti on wall,Twitter,positive,Slight Delay,65.74,6,Q2,Sunday
701,2025-07-04 16:00:00,Pothole,Resolved,15,Malleshwaram,115,13.097689235136388,77.68792294134607,0.48,23,148,Water leakage on road,Call Center,positive,Heavy Delay,67.42,7,Q3,Friday
702,2025-02-23 04:00:00,Pothole,Resolved,9,Koramangala,113,12.91746539427962,77.74968205948673,0.8,8,141,Illegal parking,Mobile App,positive,On-Time,65.93,2,Q1,Sunday
703,2025-08-31 03:00:00,Streetlight,Resolved,19,Whitefield,32,13.040610227169026,77.69158738489132,-0.25,-1,174,Noise from bar at night,Email,negative,Early,20.52,8,Q3,Sunday
704,2025-01-13 14:00:00,Pothole,Resolved,19,Indiranagar,105,12.864836867514159,77.6801432478669,-0.65,-1,183,Graffiti on wall,Twitter,negative,Early,44.52,1,Q1,Monday
705,2025-01-27 14:00:00,Garbage,Resolved,9,Marathahalli,25,12.966867199351913,77.52760434111921,0.52,13,173,Illegal parking,Call Center,positive,Slight Delay,56.03,1,Q1,Monday
706,2025-01-03 07:00:00,Graffiti,In Progress,4,Basavanagudi,53,12.864602532979285,77.45100875214827,0.18,20,149,Graffiti on wall,Call Center,neutral,Heavy Delay,45.28,1,Q1,Friday
707,2025-12-30 05:00:00,Noise,In Progress,10,Koramangala,81,12.968949983451974,77.51779612642997,0.42,15,120,Streetlight not working,Twitter,positive,Slight Delay,52.79,12,Q4,Tuesday
708,2025-12-06 14:00:00,Water Leak,In Progress,9,Marathahalli,25,12.856888115202343,77.68694003452217,0.99,-1,127,Garbage not collected,Twitter,positive,Early,64.92,12,Q4,Saturday
709,2025-03-30 13:00:00,Graffiti,Resolved,19,Jayanagar,33,13.003323692870977,77.48218435956973,-0.61,18,191,Illegal parking,Twitter,negative,Slight Delay,68.32,3,Q1,Sunday
710,2025-01-16 04:00:00,Streetlight,In Progress,15,Basavanagudi,31,12.99662727499472,77.53883551244729,-0.18,5,154,Streetlight not working,Twitter,neutral,On-Time,24.59,1,Q1,Thursday
711,2025-10-11 17:00:00,Noise,In Progress,19,HSR Layout,36,13.049460805657588,77.61875158129395,-0.61,-4,126,Streetlight not working,Call Center,negative,Early,37.98,10,Q4,Saturday
712,2025-07-12 13:00:00,Noise,In Progress,2,Malleshwaram,87,12.995821550550337,77.62394309013231,0.72,9,196,Water leakage on road,Twitter,positive,On-Time,62.51,7,Q3,Saturday
713,2025-08-02 14:00:00,Garbage,In Progress,10,Basavanagudi,123,13.081499790587769,77.61289660713359,-0.97,8,167,Pothole near school,Mobile App,negative,On-Time,76.13,8,Q3,Saturday
714,2025-08-02 10:00:00,Graffiti,Open,19,HSR Layout,177,13.045776153518588,77.74426504861236,-0.73,8,198,Overflowing garbage,Mobile App,negative,On-Time,61.73,8,Q3,Saturday
715,2025-03-10 14:00:00,Graffiti,Resolved,17,Indiranagar,44,12.883164130080573,77.45368567869527,-0.5,2,183,Overflowing garbage,Twitter,negative,On-Time,39.66,3,Q1,Monday
716,2025-02-08 06:00:00,Pothole,Resolved,20,HSR Layout,48,12.916368297076522,77.59627955302378,0.54,14,105,Pothole near school,Twitter,positive,Slight Delay,58.61,2,Q1,Saturday
717,2025-04-27 13:00:00,Garbage,Open,2,HSR Layout,158,12.856557649442198,77.60132618609835,0.26,19,157,Pothole near school,Call Center,positive,Slight Delay,48.7,4,Q2,Sunday
718,2025-09-29 02:00:00,Pothole,In Progress,19,BTM Layout,13,12.946533500393201,77.53799663993628,-0.22,2,105,Illegal parking,Mobile App,negative,On-Time,22.86,9,Q3,Monday
719,2025-09-02 14:00:00,Pothole,In Progress,17,Koramangala,171,12.977384063442361,77.60752138269763,-0.68,-1,159,Overflowing garbage,Mobile App,negative,Early,46.32,9,Q3,Tuesday
720,2025-03-05 19:00:00,Noise,In Progress,18,Basavanagudi,144,13.086486562195516,77.65198395224017,-0.36,-1,180,Pothole near school,Call Center,negative,Early,27.12,3,Q1,Wednesday
721,2025-12-07 12:00:00,Graffiti,Resolved,17,Koramangala,91,12.980566858070453,77.65182677229518,0.49,19,118,Pothole near school,Twitter,positive,Slight Delay,62.5,12,Q4,Sunday
722,2025-05-20 09:00:00,Pothole,Resolved,2,Basavanagudi,154,13.045257010485736,77.47635709272251,-0.24,23,160,Pothole near school,Email,negative,Heavy Delay,53.02,5,Q2,Tuesday
723,2025-11-16 17:00:00,Streetlight,Resolved,19,Malleshwaram,175,12.917006003148225,77.69073799419937,-0.07,8,116,Illegal parking,Call Center,neutral,On-Time,22.13,11,Q4,Sunday
724,2025-10-17 13:00:00,Streetlight,Resolved,1,Yelahanka,165,12.888289609314707,77.72921294902571,0.22,-1,148,Broken footpath,Call Center,positive,Early,18.72,10,Q4,Friday
725,2025-10-14 18:00:00,Graffiti,Resolved,11,Koramangala,131,13.052709063456563,77.48708355738879,0.83,23,102,Overflowing garbage,Email,positive,Heavy Delay,88.42,10,Q4,Tuesday
726,2025-03-21 10:00:00,Streetlight,Open,10,Koramangala,154,12.911856286343648,77.5749920857116,-0.5,3,133,Broken footpath,Mobile App,negative,On-Time,41.03,3,Q1,Friday
727,2025-05-09 14:00:00,Noise,Resolved,5,Malleshwaram,143,13.067833779417777,77.60352506833611,-0.1,16,161,Garbage not collected,Call Center,neutral,Slight Delay,34.97,5,Q2,Friday
728,2025-12-06 16:00:00,Garbage,In Progress,16,Basavanagudi,66,12.892462468922991,77.49044650680318,-0.38,21,159,Illegal parking,Mobile App,negative,Heavy Delay,58.66,12,Q4,Saturday
729,2025-08-28 14:00:00,Water Leak,Resolved,5,Malleshwaram,28,13.062896635253777,77.60101521506571,-0.07,5,167,Noise from bar at night,Mobile App,neutral,On-Time,17.99,8,Q3,Thursday
730,2025-02-14 06:00:00,Pothole,Open,12,Marathahalli,125,13.043211895018612,77.51205765098732,0.39,11,186,Noise from bar at night,Call Center,positive,Slight Delay,45.47,2,Q1,Friday
731,2025-03-24 08:00:00,Water Leak,In Progress,4,HSR Layout,166,13.00280516828515,77.73060828722863,-0.04,21,181,Noise from bar at night,Call Center,neutral,Heavy Delay,38.26,3,Q1,Monday
732,2025-02-24 00:00:00,Garbage,Open,6,Malleshwaram,172,13.062555169455655,77.58454110254777,0.67,6,133,Illegal parking,Twitter,positive,On-Time,55.37,2,Q1,Monday
733,2025-09-17 13:00:00,Garbage,In Progress,19,Basavanagudi,181,12.932677529470615,77.74847037540401,0.11,6,128,Noise from bar at night,Mobile App,neutral,On-Time,21.77,9,Q3,Wednesday
734,2025-11-15 09:00:00,Noise,Resolved,9,Indiranagar,80,12.891508536416346,77.46395334448025,-0.23,18,159,Streetlight not working,Call Center,negative,Slight Delay,45.52,11,Q4,Saturday
735,2025-01-06 05:00:00,Streetlight,Open,12,Malleshwaram,132,12.889260168776113,77.48827422330865,0.56,10,143,Graffiti on wall,Mobile App,positive,Slight Delay,54.29,1,Q1,Monday
736,2025-07-13 00:00:00,Streetlight,In Progress,15,Whitefield,72,12.917589728453926,77.58296324016196,-0.14,24,114,Overflowing garbage,Call Center,neutral,Heavy Delay,48.4,7,Q3,Sunday
737,2025-09-20 00:00:00,Garbage,Resolved,16,Malleshwaram,44,12.961556783045014,77.71230778547958,0.03,-5,144,Overflowing garbage,Call Center,neutral,Early,1.8,9,Q3,Saturday
738,2025-05-30 20:00:00,Noise,In Progress,13,Koramangala,119,13.069005716270306,77.61656773710835,0.99,12,174,Overflowing garbage,Twitter,positive,Slight Delay,82.85,5,Q2,Friday
739,2025-09-15 00:00:00,Noise,Open,7,Marathahalli,46,12.872383913039434,77.6697029661947,0.57,0,108,Streetlight not working,Twitter,positive,On-Time,41.1,9,Q3,Monday
740,2025-11-12 01:00:00,Graffiti,Open,20,BTM Layout,84,13.078810511108687,77.57706894717487,0.71,-1,134,Graffiti on wall,Twitter,positive,Early,48.12,11,Q4,Wednesday
741,2025-12-11 02:00:00,Pothole,Open,4,Malleshwaram,26,13.081373677585022,77.4621536107544,0.19,12,109,Illegal parking,Call Center,neutral,Slight Delay,34.85,12,Q4,Thursday
742,2025-01-10 16:00:00,Streetlight,Open,11,Yelahanka,96,13.031809097667322,77.64434376753015,-0.3,7,137,Garbage not collected,Twitter,negative,On-Time,34.55,1,Q1,Friday
743,2025-09-23 11:00:00,Garbage,Resolved,8,Whitefield,13,13.075070903406486,77.64020043713951,0.98,0,128,Pothole near school,Mobile App,positive,On-Time,65.7,9,Q3,Tuesday
744,2025-06-25 06:00:00,Graffiti,In Progress,6,Indiranagar,125,13.04249665754449,77.47142840964688,-0.51,1,145,Graffiti on wall,Mobile App,negative,On-Time,38.88,6,Q2,Wednesday
745,2025-11-27 23:00:00,Water Leak,Resolved,10,Malleshwaram,69,12.982075241288937,77.5012644407715,0.75,-3,169,Overflowing garbage,Call Center,positive,Early,47.76,11,Q4,Thursday
746,2025-10-15 03:00:00,Streetlight,Open,7,HSR Layout,172,13.000187556556487,77.59284673966634,0.82,5,182,Streetlight not working,Twitter,positive,On-Time,62.99,10,Q4,Wednesday
747,2025-10-08 18:00:00,Pothole,In Progress,7,HSR Layout,181,13.007056119119396,77.58399127632319,0.64,2,189,Broken footpath,Email,positive,On-Time,48.06,10,Q4,Wednesday
748,2025-04-14 00:00:00,Noise,Open,4,Whitefield,51,12.881723320245777,77.67572525011377,-0.77,-2,172,Graffiti on wall,Call Center,negative,Early,50.34,4,Q2,Monday
749,2025-04-25 03:00:00,Garbage,Resolved,3,Koramangala,13,12.898263534379378,77.5662239410765,0.71,4,144,Illegal parking,Email,positive,On-Time,55.01,4,Q2,Friday
750,2025-08-14 01:00:00,Streetlight,Resolved,7,Jayanagar,169,12.98084218096754,77.6489900716477,0.33,3,176,Illegal parking,Call Center,positive,On-Time,30.83,8,Q3,Thursday
751,2025-03-15 09:00:00,Water Leak,Resolved,4,Koramangala,139,12.878807078192736,77.66132706201432,0.36,17,189,Illegal parking,Email,positive,Slight Delay,51.94,3,Q1,Saturday
752,2025-02-06 12:00:00,Pothole,In Progress,13,Whitefield,165,13.091244824011527,77.64350115785776,0.57,7,152,Illegal parking,Mobile App,positive,On-Time,50.75,2,Q1,Thursday
753,2025-06-08 20:00:00,Pothole,In Progress,20,Koramangala,60,12.976781819628606,77.62883767157133,-0.02,13,183,Streetlight not working,Email,neutral,Slight Delay,26.03,6,Q2,Sunday
754,2025-03-02 20:00:00,Graffiti,Open,17,HSR Layout,32,12.945021536203264,77.69170504419556,-0.47,24,101,Overflowing garbage,Twitter,negative,Heavy Delay,68.2,3,Q1,Sunday
755,2025-03-14 05:00:00,Streetlight,In Progress,7,Marathahalli,173,12.88938500939789,77.64713209204511,0.15,9,103,Noise from bar at night,Email,neutral,On-Time,28.31,3,Q1,Friday
756,2025-03-08 21:00:00,Water Leak,In Progress,17,Jayanagar,18,12.954133474368795,77.7002553039237,-0.78,-1,170,Illegal parking,Email,negative,Early,52.32,3,Q1,Saturday
757,2025-08-23 06:00:00,Pothole,Resolved,4,HSR Layout,93,12.925606546748137,77.64100565803503,0.35,19,118,Garbage not collected,Mobile App,positive,Slight Delay,54.1,8,Q3,Saturday
758,2025-10-09 23:00:00,Garbage,Open,11,Indiranagar,148,12.871981792800508,77.49769190506228,-0.03,7,198,Overflowing garbage,Twitter,neutral,On-Time,18.35,10,Q4,Thursday
759,2025-10-19 02:00:00,Pothole,Resolved,3,HSR Layout,44,13.091751323809506,77.5428336219171,0.0,6,110,Noise from bar at night,Twitter,neutral,On-Time,15.17,10,Q4,Sunday
760,2025-05-27 13:00:00,Water Leak,Open,11,Koramangala,164,12.916244524012237,77.54910659974531,-0.63,3,182,Illegal parking,Email,negative,On-Time,48.83,5,Q2,Tuesday
761,2025-06-05 15:00:00,Noise,Open,3,Marathahalli,197,13.02261756053338,77.47817464122107,-0.92,18,131,Overflowing garbage,Call Center,negative,Slight Delay,86.92,6,Q2,Thursday
762,2025-12-18 10:00:00,Noise,In Progress,12,Jayanagar,37,12.872830625455606,77.6576919972483,0.22,2,113,Water leakage on road,Twitter,positive,On-Time,22.86,12,Q4,Thursday
763,2025-04-18 22:00:00,Graffiti,Resolved,1,Malleshwaram,161,13.078292252331693,77.62853334389821,0.32,3,148,Broken footpath,Twitter,positive,On-Time,30.23,4,Q2,Friday
764,2025-02-14 07:00:00,Streetlight,In Progress,4,Jayanagar,127,12.997687862890144,77.62692647653408,-0.0,15,168,Illegal parking,Call Center,neutral,Slight Delay,27.59,2,Q1,Friday
765,2025-06-30 04:00:00,Water Leak,In Progress,14,HSR Layout,19,13.014218000094152,77.59355519038024,0.53,7,124,Illegal parking,Mobile App,positive,On-Time,48.35,6,Q2,Monday
766,2025-08-11 14:00:00,Graffiti,In Progress,1,Malleshwaram,179,13.045446090167216,77.61293738804996,0.13,21,113,Water leakage on road,Mobile App,neutral,Heavy Delay,43.66,8,Q3,Monday
767,2025-01-01 05:00:00,Pothole,Open,14,Whitefield,32,13.00147883216627,77.4524261874658,0.7,23,138,Graffiti on wall,Mobile App,positive,Heavy Delay,80.62,1,Q1,Wednesday
768,2025-11-09 01:00:00,Pothole,Resolved,13,Basavanagudi,106,12.867726864603313,77.47887442083304,-0.42,3,111,Water leakage on road,Twitter,negative,On-Time,36.23,11,Q4,Sunday
769,2025-12-27 19:00:00,Noise,Resolved,13,HSR Layout,22,12.957395605908038,77.6550058911396,-0.51,0,148,Garbage not collected,Twitter,negative,On-Time,37.5,12,Q4,Saturday
770,2025-12-08 11:00:00,Graffiti,In Progress,15,Yelahanka,122,12.915507523332785,77.52844004192022,-0.48,23,183,Graffiti on wall,Call Center,negative,Heavy Delay,67.42,12,Q4,Monday
771,2025-09-06 14:00:00,Noise,Open,17,HSR Layout,129,12.971679255170296,77.48237346121239,-0.94,24,117,Broken footpath,Call Center,negative,Heavy Delay,96.4,9,Q3,Saturday
772,2025-01-05 21:00:00,Garbage,Resolved,12,Whitefield,54,12.951081290420435,77.54859657805642,0.8,0,100,Graffiti on wall,Call Center,positive,On-Time,54.9,1,Q1,Sunday
773,2025-04-17 07:00:00,Noise,Resolved,14,Jayanagar,148,13.056633279324712,77.52634476498801,1.0,5,103,Pothole near school,Email,positive,On-Time,73.79,4,Q2,Thursday
774,2025-08-20 16:00:00,Garbage,In Progress,12,Indiranagar,58,12.911761888052443,77.45881173908744,0.63,4,111,Broken footpath,Mobile App,positive,On-Time,50.21,8,Q3,Wednesday
775,2025-06-28 17:00:00,Pothole,Open,18,Malleshwaram,163,12.900325264819486,77.57316734099216,-0.17,8,125,Illegal parking,Twitter,neutral,On-Time,28.13,6,Q2,Saturday
776,2025-02-05 06:00:00,Graffiti,In Progress,4,Yelahanka,70,13.089521573862644,77.45810875885067,-0.29,22,131,Garbage not collected,Call Center,negative,Heavy Delay,54.64,2,Q1,Wednesday
777,2025-09-21 04:00:00,Garbage,Resolved,14,Basavanagudi,198,13.087379153472295,77.4501172567541,0.55,0,178,Graffiti on wall,Twitter,positive,On-Time,39.9,9,Q3,Sunday
778,2025-09-27 13:00:00,Graffiti,Open,19,Whitefield,189,13.0983662412294,77.68774212519614,0.02,1,151,Broken footpath,Email,neutral,On-Time,9.48,9,Q3,Saturday
779,2025-01-10 08:00:00,Graffiti,In Progress,13,Basavanagudi,63,12.992095144886584,77.54449148893728,0.88,3,198,Streetlight not working,Call Center,positive,On-Time,63.83,1,Q1,Friday
780,2025-06-25 08:00:00,Garbage,Resolved,18,BTM Layout,189,12.87828599014725,77.6202759154659,-0.44,-3,189,Water leakage on road,Call Center,negative,Early,29.16,6,Q2,Wednesday
781,2025-09-19 19:00:00,Streetlight,In Progress,11,Yelahanka,185,13.0700419351843,77.53932523084819,-0.35,6,114,Garbage not collected,Email,negative,On-Time,36.17,9,Q3,Friday
782,2025-03-27 08:00:00,Noise,In Progress,6,Yelahanka,3,12.88627874606441,77.72900710915104,1.0,10,107,Water leakage on road,Mobile App,positive,Slight Delay,80.69,3,Q1,Thursday
783,2025-09-17 17:00:00,Garbage,In Progress,9,BTM Layout,99,12.888898581507288,77.66875436945014,0.96,7,191,Streetlight not working,Mobile App,positive,On-Time,74.15,9,Q3,Wednesday
784,2025-03-18 04:00:00,Pothole,Open,12,Yelahanka,45,12.898349391871522,77.5607510772691,0.77,0,129,Pothole near school,Twitter,positive,On-Time,53.1,3,Q1,Tuesday
785,2025-03-21 21:00:00,Graffiti,Resolved,19,HSR Layout,143,13.013354708848272,77.51318807511589,-0.19,7,153,Water leakage on road,Twitter,neutral,On-Time,27.95,3,Q1,Friday
786,2025-06-26 10:00:00,Water Leak,Resolved,14,BTM Layout,17,12.87679976330683,77.49134191478014,0.68,20,166,Pothole near school,Call Center,positive,Heavy Delay,75.28,6,Q2,Thursday
787,2025-10-19 04:00:00,Garbage,Resolved,15,Jayanagar,143,13.044570407252941,77.67872560519349,-0.43,-1,169,Graffiti on wall,Mobile App,negative,Early,31.32,10,Q4,Sunday
788,2025-03-26 10:00:00,Noise,Resolved,11,BTM Layout,5,12.864562898989513,77.58591102720916,-0.49,-2,194,Overflowing garbage,Twitter,negative,Early,33.54,3,Q1,Wednesday
789,2025-06-06 00:00:00,Graffiti,Open,6,Jayanagar,174,12.877611640167954,77.51958901366754,0.09,2,189,Overflowing garbage,Mobile App,neutral,On-Time,15.06,6,Q2,Friday
